order_id,customer_id,restaurant_id,order_date,order_time,delivery_status,total_amount,prep_time,delivery_time,rider_id
74,181,10,2022-01-04,19:38,delivered,4445,19,42,39.0
75,221,11,2022-01-04,20:17,delivered,2750,26,52,35.0
76,442,12,2022-01-04,10:37,delivered,3542,28,39,9.0
77,170,9,2022-01-04,11:26,delivered,4681,16,37,13.0
78,165,6,2022-01-04,12:07,delivered,3519,27,58,5.0
79,500,17,2022-01-04,16:24,delivered,3324,18,51,1.0
80,252,19,2022-01-04,21:53,delivered,4214,24,35,36.0
81,39,3,2022-01-05,11:27,delivered,5709,34,48,26.0
82,317,9,2022-01-05,16:00,delivered,4434,27,37,28.0
83,191,17,2022-01-05,18:55,delivered,2928,20,59,28.0
84,44,13,2022-01-05,14:15,delivered,4933,35,55,6.0
85,229,4,2022-01-05,12:18,delivered,3555,39,57,11.0
86,233,17,2022-01-05,10:52,delivered,5637,36,44,18.0
87,471,11,2022-01-05,21:09,delivered,4783,30,45,3.0
88,460,8,2022-01-05,19:27,delivered,4723,22,35,8.0
89,316,18,2022-01-05,21:27,delivered,2868,23,55,
90,192,17,2022-01-05,18:32,delivered,4036,34,33,
91,220,16,2022-01-05,12:05,delivered,3617,33,42,
92,409,2,2022-01-05,19:55,delivered,2797,32,44,5.0
93,119,1,2022-01-05,15:00,delivered,4193,29,34,45.0
94,341,17,2022-01-05,10:33,delivered,4152,17,40,49.0
95,405,16,2022-01-05,16:05,delivered,2475,31,30,
96,358,3,2022-01-05,14:22,delivered,5044,35,34,5.0
97,458,19,2022-01-05,10:20,delivered,5149,23,39,37.0
98,51,13,2022-01-05,13:00,delivered,2880,22,30,46.0
99,348,8,2022-01-05,16:25,delivered,2249,16,31,32.0
100,306,12,2022-01-05,10:53,delivered,2235,19,56,3.0
101,222,17,2022-01-06,16:14,delivered,3252,35,59,
102,75,19,2022-01-06,16:37,delivered,5775,16,31,14.0
103,98,18,2022-01-06,20:50,delivered,2446,16,47,38.0
104,472,15,2022-01-06,21:29,delivered,2758,24,30,38.0
105,285,4,2022-01-06,19:55,delivered,5472,24,34,17.0
106,340,5,2022-01-06,11:05,delivered,4100,16,57,17.0
107,126,11,2022-01-06,20:47,delivered,3906,29,42,
108,336,11,2022-01-06,15:15,delivered,5591,18,52,23.0
109,184,3,2022-01-06,12:26,delivered,2092,32,33,40.0
110,5,18,2022-01-06,21:41,delivered,5900,36,50,19.0
111,1,5,2022-01-06,18:11,delivered,4393,28,35,21.0
112,78,13,2022-01-06,20:08,delivered,4841,39,46,34.0
113,214,15,2022-01-06,17:29,delivered,2106,30,54,47.0
114,337,4,2022-01-06,10:07,delivered,2624,17,58,
115,127,14,2022-01-06,19:27,delivered,4125,38,44,15.0
116,154,14,2022-01-06,20:55,delivered,2882,21,42,2.0
117,407,14,2022-01-06,20:46,delivered,3531,27,44,3.0
118,294,3,2022-01-06,12:14,delivered,3215,39,55,18.0
119,202,7,2022-01-06,18:16,delivered,3254,36,57,37.0
120,126,12,2022-01-06,18:16,delivered,5596,34,55,
121,394,3,2022-01-07,18:44,delivered,3169,29,33,25.0
122,470,2,2022-01-07,17:39,delivered,5440,26,44,36.0
123,425,5,2022-01-07,15:51,delivered,3305,16,39,19.0
124,229,1,2022-01-07,14:21,delivered,4324,20,35,45.0
125,112,4,2022-01-07,20:29,delivered,3630,38,35,
126,387,19,2022-01-07,17:36,delivered,4595,38,52,9.0
127,322,20,2022-01-07,21:10,delivered,2003,29,35,
128,369,6,2022-01-07,12:56,delivered,2193,29,51,6.0
129,26,19,2022-01-07,21:04,delivered,4373,36,37,11.0
130,212,1,2022-01-07,13:48,delivered,4187,29,48,4.0
131,142,6,2022-01-07,14:10,delivered,5582,18,55,1.0
132,491,3,2022-01-07,10:05,delivered,2689,38,42,
133,407,10,2022-01-07,21:01,delivered,4060,22,34,10.0
134,321,5,2022-01-07,18:16,delivered,4824,25,49,2.0
135,408,6,2022-01-07,16:34,delivered,5677,31,44,
136,444,12,2022-01-07,11:13,delivered,3908,38,59,5.0
137,137,2,2022-01-07,21:34,delivered,3570,15,40,
138,60,8,2022-01-07,20:40,delivered,3252,28,51,40.0
139,213,5,2022-01-07,14:18,delivered,5450,28,32,30.0
140,62,4,2022-01-07,18:44,delivered,3065,39,55,
141,328,7,2022-01-08,17:13,delivered,4847,33,37,18.0
142,23,15,2022-01-08,10:24,delivered,4192,15,30,38.0
143,450,14,2022-01-08,14:39,delivered,4151,33,52,47.0
144,198,6,2022-01-08,12:06,delivered,3202,22,48,39.0
145,15,15,2022-01-08,10:51,delivered,2477,21,49,42.0
146,157,6,2022-01-08,18:32,delivered,5068,19,33,27.0
147,289,4,2022-01-08,15:01,delivered,5593,19,52,27.0
148,118,6,2022-01-08,13:44,delivered,4263,34,30,10.0
149,136,5,2022-01-08,13:11,delivered,5756,16,58,15.0
150,243,4,2022-01-08,13:25,delivered,3834,19,48,27.0
151,254,10,2022-01-08,17:37,delivered,5205,22,40,20.0
152,346,14,2022-01-08,20:11,delivered,4265,27,44,23.0
153,210,1,2022-01-08,17:59,delivered,4730,26,59,40.0
154,496,4,2022-01-08,14:55,delivered,5876,22,33,44.0
155,497,9,2022-01-08,15:50,delivered,5100,28,39,
156,214,11,2022-01-08,16:00,delivered,4861,19,38,40.0
157,110,4,2022-01-08,15:22,delivered,4872,15,55,21.0
158,149,15,2022-01-08,18:52,delivered,5208,24,44,40.0
159,291,20,2022-01-08,18:25,delivered,4122,20,38,26.0
160,210,2,2022-01-08,20:16,delivered,4687,25,36,2.0
161,364,19,2022-01-09,15:23,delivered,2024,21,56,
162,344,1,2022-01-09,10:28,delivered,2062,25,50,6.0
163,156,18,2022-01-09,14:48,delivered,2966,31,55,22.0
164,177,20,2022-01-09,15:21,delivered,4523,22,38,20.0
165,257,13,2022-01-09,16:50,delivered,5962,38,36,49.0
166,318,17,2022-01-09,17:18,delivered,4065,15,48,
167,175,18,2022-01-09,11:53,delivered,2987,31,48,14.0
168,166,19,2022-01-09,13:00,delivered,5335,37,59,50.0
169,288,10,2022-01-09,19:18,delivered,3901,16,32,39.0
170,481,18,2022-01-09,16:28,delivered,5079,15,57,
171,471,8,2022-01-09,15:56,delivered,5310,19,53,3.0
172,97,15,2022-01-09,17:33,delivered,5874,38,48,3.0
173,302,11,2022-01-09,13:51,delivered,2164,36,53,14.0
174,223,16,2022-01-09,11:06,delivered,2329,21,43,21.0
175,85,19,2022-01-09,12:35,delivered,3308,32,52,33.0
176,385,15,2022-01-09,14:19,delivered,5594,24,31,
177,195,12,2022-01-09,13:04,delivered,2804,20,31,
178,226,12,2022-01-09,12:51,delivered,5577,36,38,30.0
179,81,10,2022-01-09,17:58,delivered,5798,31,53,44.0
180,209,14,2022-01-09,18:39,delivered,2236,39,48,50.0
181,246,11,2022-01-10,13:25,delivered,2441,27,38,39.0
182,293,11,2022-01-10,15:17,delivered,4175,35,52,34.0
183,41,6,2022-01-10,11:16,delivered,3700,39,33,42.0
184,378,12,2022-01-10,16:52,delivered,5945,36,35,
185,313,6,2022-01-10,20:39,delivered,2609,26,56,21.0
186,309,7,2022-01-10,19:44,delivered,5472,35,54,45.0
187,122,14,2022-01-10,11:59,delivered,3845,25,59,28.0
188,181,4,2022-01-10,12:25,delivered,2028,35,48,1.0
189,296,11,2022-01-10,13:48,delivered,2186,21,40,
190,310,2,2022-01-10,16:46,delivered,4711,36,32,40.0
191,312,1,2022-01-10,19:35,delivered,2750,34,34,22.0
192,244,11,2022-01-10,10:58,delivered,2364,25,32,19.0
193,154,2,2022-01-10,14:08,delivered,4760,22,38,34.0
194,217,11,2022-01-10,17:41,delivered,2024,21,30,17.0
195,498,5,2022-01-10,21:43,delivered,3458,20,32,35.0
196,275,5,2022-01-10,21:58,delivered,4864,31,41,34.0
197,311,17,2022-01-10,21:15,delivered,2215,33,54,10.0
198,479,17,2022-01-10,16:36,delivered,4421,30,37,
199,25,18,2022-01-10,18:11,delivered,5726,23,37,6.0
200,47,10,2022-01-10,16:16,delivered,5990,35,55,45.0
201,391,14,2022-01-11,14:06,delivered,2136,33,55,22.0
202,498,18,2022-01-11,13:38,delivered,5042,32,37,48.0
203,273,14,2022-01-11,17:34,delivered,4667,27,36,42.0
204,131,5,2022-01-11,20:39,delivered,5033,37,31,
205,39,15,2022-01-11,17:48,delivered,5587,36,41,23.0
206,210,1,2022-01-11,19:43,delivered,4941,16,42,25.0
207,34,13,2022-01-11,11:31,delivered,3631,17,39,35.0
208,39,14,2022-01-11,13:28,delivered,2957,31,56,
209,245,12,2022-01-11,18:15,delivered,5511,26,59,29.0
210,266,7,2022-01-11,13:04,delivered,4624,31,54,47.0
211,142,18,2022-01-11,13:17,delivered,3981,19,42,3.0
212,193,14,2022-01-11,18:14,delivered,4864,39,45,25.0
213,140,5,2022-01-11,14:42,delivered,5451,20,33,24.0
214,319,14,2022-01-11,17:10,delivered,3085,27,53,39.0
215,199,20,2022-01-11,13:58,delivered,3607,34,54,34.0
216,373,19,2022-01-11,19:42,delivered,2225,39,51,29.0
217,241,3,2022-01-11,17:05,delivered,5588,19,38,26.0
218,177,9,2022-01-11,12:19,delivered,3913,31,52,47.0
219,379,10,2022-01-11,12:49,delivered,2849,31,58,
220,160,3,2022-01-11,15:12,delivered,5191,29,32,24.0
221,68,14,2022-01-12,14:33,delivered,3290,23,38,25.0
222,476,9,2022-01-12,12:24,delivered,4785,26,56,3.0
223,463,8,2022-01-12,18:04,delivered,3418,16,38,42.0
224,463,6,2022-01-12,17:58,delivered,5972,30,57,24.0
225,402,6,2022-01-12,14:59,delivered,3711,27,55,
226,461,17,2022-01-12,11:39,delivered,3324,33,34,28.0
227,40,2,2022-01-12,17:26,delivered,3996,27,53,3.0
228,216,19,2022-01-12,17:27,delivered,4400,30,35,33.0
229,269,11,2022-01-12,18:52,delivered,3193,18,38,
230,188,7,2022-01-12,14:42,delivered,2556,39,35,27.0
231,31,10,2022-01-12,19:31,delivered,4410,35,48,
232,39,18,2022-01-12,13:01,delivered,5789,27,59,
233,295,2,2022-01-12,20:48,delivered,3256,31,41,29.0
234,188,13,2022-01-12,12:47,delivered,3349,33,31,40.0
235,74,9,2022-01-12,11:27,delivered,2571,29,36,30.0
236,37,4,2022-01-12,13:31,delivered,2483,32,59,
237,192,17,2022-01-12,21:21,delivered,4448,24,56,4.0
238,474,18,2022-01-12,11:13,delivered,2703,29,51,1.0
239,164,3,2022-01-12,13:11,delivered,3030,25,41,29.0
240,367,15,2022-01-12,12:10,delivered,2569,37,35,33.0
241,430,2,2022-01-13,13:16,delivered,5170,27,31,26.0
242,271,11,2022-01-13,13:31,delivered,5201,29,36,41.0
243,22,11,2022-01-13,20:02,delivered,4896,26,49,14.0
244,21,15,2022-01-13,14:58,delivered,2083,20,58,28.0
245,453,3,2022-01-13,20:00,delivered,2569,20,54,19.0
246,445,3,2022-01-13,10:24,delivered,2791,26,31,15.0
247,492,16,2022-01-13,20:07,delivered,3083,28,44,18.0
248,93,8,2022-01-13,20:45,delivered,5633,34,46,25.0
249,349,12,2022-01-13,14:23,delivered,5899,17,32,7.0
250,15,14,2022-01-13,16:16,delivered,5965,26,43,20.0
251,9,6,2022-01-13,18:59,delivered,5902,36,33,20.0
252,72,11,2022-01-13,10:07,delivered,5860,32,53,2.0
253,320,18,2022-01-13,15:31,delivered,4058,27,59,
254,102,9,2022-01-13,17:10,delivered,2213,33,30,25.0
255,401,12,2022-01-13,18:45,delivered,3695,29,38,24.0
256,86,20,2022-01-13,10:09,delivered,2935,32,51,16.0
257,353,2,2022-01-13,10:32,delivered,3768,27,57,
258,77,20,2022-01-13,19:21,delivered,5174,16,30,30.0
259,90,14,2022-01-13,19:49,delivered,2142,16,36,38.0
260,428,17,2022-01-13,17:10,delivered,2316,17,52,42.0
261,262,9,2022-01-14,16:30,delivered,3439,23,38,6.0
262,264,8,2022-01-14,11:27,delivered,5389,34,41,50.0
263,383,7,2022-01-14,20:19,delivered,2207,18,56,47.0
264,314,3,2022-01-14,18:59,delivered,2873,28,35,
265,12,12,2022-01-14,18:44,delivered,3266,33,47,11.0
266,173,8,2022-01-14,16:52,delivered,2694,33,33,46.0
267,454,18,2022-01-14,12:21,delivered,2548,38,47,44.0
268,131,10,2022-01-14,12:34,delivered,2444,36,56,41.0
269,391,12,2022-01-14,10:29,delivered,3748,38,30,15.0
270,293,4,2022-01-14,21:43,delivered,5453,34,49,
271,177,19,2022-01-14,18:35,delivered,3273,35,47,24.0
272,66,15,2022-01-14,11:35,delivered,3797,21,33,34.0
273,371,12,2022-01-14,12:44,delivered,2529,22,48,42.0
274,225,3,2022-01-14,19:07,delivered,4147,30,44,21.0
275,87,10,2022-01-14,21:13,delivered,4381,16,59,
276,293,5,2022-01-14,15:44,delivered,2552,36,52,
277,381,15,2022-01-14,17:38,delivered,4008,34,57,
278,326,17,2022-01-14,20:24,delivered,4040,16,36,2.0
279,261,1,2022-01-14,17:11,delivered,5747,27,34,35.0
280,287,11,2022-01-14,19:02,delivered,2629,28,44,23.0
281,93,10,2022-01-15,21:29,delivered,5432,15,39,16.0
282,264,11,2022-01-15,21:00,delivered,4360,36,49,5.0
283,121,11,2022-01-15,14:46,delivered,4020,26,57,20.0
284,497,12,2022-01-15,17:27,delivered,3390,29,46,37.0
285,251,20,2022-01-15,11:13,delivered,5713,23,41,6.0
286,282,1,2022-01-15,16:34,delivered,2197,19,49,37.0
287,497,19,2022-01-15,21:41,delivered,2275,35,30,5.0
288,216,11,2022-01-15,11:24,delivered,5377,39,47,
289,495,11,2022-01-15,11:22,delivered,5499,20,53,39.0
290,384,13,2022-01-15,13:15,delivered,3969,24,52,20.0
291,375,8,2022-01-15,11:20,delivered,2128,37,57,
292,352,6,2022-01-15,14:46,delivered,2085,29,58,8.0
293,311,11,2022-01-15,19:29,delivered,4161,32,30,34.0
294,136,15,2022-01-15,17:48,delivered,2587,22,55,17.0
295,452,1,2022-01-15,10:18,delivered,3310,30,43,25.0
296,304,5,2022-01-15,18:25,delivered,5291,16,50,14.0
297,63,9,2022-01-15,10:40,delivered,3112,30,35,50.0
298,73,13,2022-01-15,18:10,delivered,3347,16,42,
299,102,14,2022-01-15,13:37,delivered,2018,20,58,
300,397,9,2022-01-15,16:18,delivered,3388,25,47,34.0
301,310,7,2022-01-16,18:20,delivered,5726,15,53,1.0
302,199,15,2022-01-16,14:18,delivered,4875,39,55,12.0
303,224,17,2022-01-16,12:43,delivered,4149,25,46,33.0
304,110,14,2022-01-16,19:01,delivered,4989,23,37,35.0
305,85,8,2022-01-16,11:05,delivered,3947,35,32,
306,154,12,2022-01-16,14:33,delivered,2303,19,58,
307,228,15,2022-01-16,20:47,delivered,4390,20,41,15.0
308,364,11,2022-01-16,14:22,delivered,4666,37,47,46.0
309,117,15,2022-01-16,18:35,delivered,2714,33,44,16.0
310,277,13,2022-01-16,15:18,delivered,3825,28,33,15.0
311,373,20,2022-01-16,20:28,delivered,4798,17,45,4.0
312,106,4,2022-01-16,11:01,delivered,4636,18,45,8.0
313,350,11,2022-01-16,16:30,delivered,5179,24,54,26.0
314,397,7,2022-01-16,17:48,delivered,2444,24,36,
315,452,7,2022-01-16,15:00,delivered,3195,38,49,36.0
316,47,13,2022-01-16,16:21,delivered,5189,35,39,45.0
317,393,9,2022-01-16,19:23,delivered,4425,39,57,22.0
318,152,16,2022-01-16,10:25,delivered,2858,19,37,42.0
319,50,19,2022-01-16,13:59,delivered,5238,24,33,
320,403,4,2022-01-16,19:32,delivered,3462,32,47,25.0
321,49,3,2022-01-17,21:33,delivered,2672,37,44,5.0
322,150,16,2022-01-17,14:14,delivered,4466,21,46,21.0
323,138,9,2022-01-17,18:24,delivered,2769,17,40,32.0
324,146,3,2022-01-17,19:53,delivered,4684,21,50,7.0
325,241,11,2022-01-17,16:23,delivered,2699,28,38,
326,218,6,2022-01-17,19:31,delivered,3190,27,33,19.0
327,232,5,2022-01-17,10:35,delivered,3922,23,33,46.0
328,379,6,2022-01-17,18:38,delivered,2707,27,30,8.0
329,130,5,2022-01-17,21:26,delivered,2159,35,57,49.0
330,200,18,2022-01-17,12:53,delivered,5883,17,35,8.0
331,130,12,2022-01-17,11:37,delivered,3232,17,35,22.0
332,286,20,2022-01-17,17:21,delivered,5883,18,52,34.0
333,477,15,2022-01-17,18:54,delivered,2207,24,42,5.0
334,158,16,2022-01-17,21:16,delivered,3423,26,59,
335,3,16,2022-01-17,16:27,delivered,4674,22,49,8.0
336,360,12,2022-01-17,10:56,delivered,2285,35,49,5.0
337,406,18,2022-01-17,17:38,delivered,2799,15,35,20.0
338,38,20,2022-01-17,11:13,delivered,5875,15,41,16.0
339,237,2,2022-01-17,18:20,delivered,4817,39,47,23.0
340,331,3,2022-01-17,13:22,delivered,3689,18,30,9.0
341,262,3,2022-01-18,15:42,delivered,4190,36,52,18.0
342,490,12,2022-01-18,10:41,delivered,4725,32,49,37.0
343,291,10,2022-01-18,15:02,delivered,5919,21,42,
344,14,9,2022-01-18,14:34,delivered,4625,16,49,
345,206,20,2022-01-18,11:09,delivered,3560,16,47,35.0
346,310,1,2022-01-18,13:30,delivered,3805,15,58,25.0
347,310,14,2022-01-18,13:02,delivered,4530,23,45,46.0
348,141,2,2022-01-18,17:20,delivered,5041,18,54,6.0
349,68,13,2022-01-18,21:11,delivered,5871,27,44,25.0
350,20,18,2022-01-18,21:05,delivered,4719,25,43,31.0
351,151,19,2022-01-18,12:04,delivered,5538,16,57,2.0
352,130,11,2022-01-18,11:30,delivered,3079,29,54,10.0
353,83,9,2022-01-18,12:20,delivered,3352,28,52,9.0
354,263,16,2022-01-18,21:32,delivered,5331,18,48,
355,273,5,2022-01-18,16:59,delivered,2819,34,37,39.0
356,124,6,2022-01-18,16:49,delivered,5134,19,33,
357,155,14,2022-01-18,16:36,delivered,4044,36,36,35.0
358,183,2,2022-01-18,20:20,delivered,4293,20,59,5.0
359,149,10,2022-01-18,16:57,delivered,3911,21,44,
360,13,18,2022-01-18,14:52,delivered,4385,19,30,5.0
361,465,3,2022-01-19,10:59,delivered,4442,35,33,45.0
362,196,2,2022-01-19,13:47,delivered,5835,32,59,26.0
363,233,20,2022-01-19,15:41,delivered,4068,24,32,40.0
364,105,17,2022-01-19,17:08,delivered,2424,15,46,13.0
365,48,1,2022-01-19,19:49,delivered,5897,22,57,2.0
366,203,2,2022-01-19,17:58,delivered,4773,22,57,21.0
367,401,13,2022-01-19,12:04,delivered,3439,26,44,49.0
368,101,8,2022-01-19,17:56,delivered,2086,25,52,1.0
369,109,19,2022-01-19,17:34,delivered,4711,31,30,
370,277,8,2022-01-19,19:30,delivered,2365,18,49,5.0
371,399,19,2022-01-19,16:50,delivered,4587,33,49,11.0
372,261,5,2022-01-19,15:31,delivered,4567,24,55,43.0
373,480,16,2022-01-19,21:16,delivered,3246,22,44,38.0
374,329,2,2022-01-19,11:02,delivered,5632,18,54,40.0
375,105,9,2022-01-19,18:57,delivered,2118,32,43,4.0
376,149,4,2022-01-19,21:26,delivered,3511,16,39,
377,160,16,2022-01-19,21:33,delivered,2522,24,50,13.0
378,424,18,2022-01-19,16:08,delivered,3688,22,46,15.0
379,473,18,2022-01-19,15:51,delivered,4461,34,57,14.0
380,288,19,2022-01-19,10:55,delivered,5988,17,41,21.0
381,119,7,2022-01-20,10:11,delivered,3256,29,59,32.0
382,397,8,2022-01-20,17:45,delivered,2646,37,50,18.0
383,256,11,2022-01-20,18:21,delivered,4907,27,40,44.0
384,29,15,2022-01-20,13:26,delivered,5633,29,31,18.0
385,44,13,2022-01-20,15:42,delivered,4468,15,53,23.0
386,19,7,2022-01-20,21:46,delivered,3304,19,51,3.0
387,136,10,2022-01-20,19:15,delivered,5655,15,44,
388,3,1,2022-01-20,13:39,delivered,3506,24,34,44.0
389,473,10,2022-01-20,14:45,delivered,4278,16,40,34.0
390,13,9,2022-01-20,13:35,delivered,4645,24,45,41.0
391,54,12,2022-01-20,10:13,delivered,3037,39,55,26.0
392,377,20,2022-01-20,20:15,delivered,3778,37,50,34.0
393,211,5,2022-01-20,19:03,delivered,5694,18,53,6.0
394,24,3,2022-01-20,19:36,delivered,5813,35,39,20.0
395,488,7,2022-01-20,14:09,delivered,4085,28,51,
396,57,13,2022-01-20,13:16,delivered,5190,21,57,4.0
397,14,3,2022-01-20,17:36,delivered,2335,37,58,4.0
398,254,2,2022-01-20,11:18,delivered,4206,33,53,4.0
399,211,13,2022-01-20,21:29,delivered,3337,20,43,49.0
400,192,19,2022-01-20,13:29,delivered,2182,31,33,31.0
401,319,20,2022-01-21,10:58,delivered,2475,29,47,33.0
402,118,13,2022-01-21,10:16,delivered,2197,18,54,11.0
403,47,15,2022-01-21,15:46,delivered,4125,25,45,20.0
404,90,16,2022-01-21,14:56,delivered,2499,24,38,39.0
405,461,11,2022-01-21,10:29,delivered,4301,36,32,50.0
406,198,17,2022-01-21,20:44,delivered,4610,35,42,
407,426,3,2022-01-21,19:50,delivered,2580,19,48,
408,405,10,2022-01-21,14:35,delivered,5653,18,46,20.0
409,498,3,2022-01-21,10:23,delivered,5384,18,36,39.0
410,182,14,2022-01-21,21:43,delivered,2187,39,38,6.0
411,152,4,2022-01-21,14:29,delivered,3431,26,49,31.0
412,342,7,2022-01-21,12:54,delivered,5291,28,59,42.0
413,400,10,2022-01-21,18:12,delivered,2581,26,45,10.0
414,228,11,2022-01-21,13:17,delivered,4297,25,42,9.0
415,21,4,2022-01-21,11:32,delivered,4010,21,54,
416,127,15,2022-01-21,11:31,delivered,5831,25,35,
417,143,16,2022-01-21,16:20,delivered,3449,26,53,20.0
418,165,18,2022-01-21,14:02,delivered,5670,19,54,14.0
419,403,19,2022-01-21,18:20,delivered,2383,26,46,24.0
420,445,9,2022-01-21,10:49,delivered,2628,18,54,
421,327,1,2022-01-22,10:23,delivered,5644,16,54,42.0
422,43,9,2022-01-22,16:21,delivered,2176,31,55,28.0
423,454,14,2022-01-22,15:33,delivered,5648,24,31,
424,2,16,2022-01-22,18:01,delivered,4889,16,34,21.0
425,435,7,2022-01-22,15:11,delivered,2343,29,45,16.0
426,444,10,2022-01-22,12:50,delivered,3854,31,35,40.0
427,277,20,2022-01-22,19:03,delivered,3901,34,36,32.0
428,143,8,2022-01-22,14:14,delivered,3749,34,51,
429,411,9,2022-01-22,17:57,delivered,5867,31,43,28.0
430,248,3,2022-01-22,17:43,delivered,5168,24,54,2.0
431,227,6,2022-01-22,16:51,delivered,3814,39,49,
432,403,5,2022-01-22,12:10,delivered,4551,26,40,50.0
433,8,9,2022-01-22,13:36,delivered,5668,22,39,
434,399,16,2022-01-22,17:17,delivered,4601,34,44,9.0
435,386,7,2022-01-22,12:44,delivered,2258,32,41,6.0
436,40,6,2022-01-22,10:27,delivered,5200,37,40,
437,416,16,2022-01-22,20:36,delivered,4307,20,34,8.0
438,275,9,2022-01-22,21:10,delivered,4861,37,51,46.0
439,63,13,2022-01-22,16:52,delivered,5604,27,30,16.0
440,412,6,2022-01-22,19:30,delivered,3594,37,33,34.0
441,25,3,2022-01-23,10:03,delivered,5864,34,34,27.0
442,382,5,2022-01-23,12:27,delivered,5548,23,55,34.0
